company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Clintonville Dental Group,Columbus,OH,Columbus OH,Dental Practice,8,$1M-$2M,Dr. Kevin Albert,Owner/Dentist,N/A,N/A,https://www.clintonvilledentalgroup.com/
Prairie Dental Excellence,Columbus,OH,Columbus OH,Dental Practice,10,$1M-$3M,Dr. David Verzella,Owner/Dentist,N/A,N/A,https://www.columbuscosmeticdentalcare.com/
Zidel Dental Group,Columbus,OH,Columbus OH,Dental Practice,10,$1M-$3M,Dr. Daniel Zidel,Owner/Dentist,N/A,N/A,https://www.zideldentalgroup.com/
Columbus Family Dental Care,Columbus,OH,Columbus OH,Dental Practice,8,$1M-$2M,Dr. David A. Dixon,Owner/Dentist,N/A,N/A,https://www.columbusfamilydentalcare.com/
Anthony Lordo DDS,Columbus,OH,Columbus OH,Dental Practice,6,$800K-$1.5M,Dr. Anthony Lordo,Owner/Dentist,N/A,N/A,N/A
Advanced Dental Wellness,Columbus,OH,Columbus OH,Dental Practice,8,$1M-$2M,Owner,Owner/Dentist,N/A,N/A,https://www.advanceddentalwellness.com/
Murray Hill Dental,Columbus,OH,Columbus OH,Dental Practice,8,$1M-$2M,Dr. Melissa Brown,Owner/Dentist,N/A,N/A,https://murrayhillfamilydental.com/
Gentle Family Dental Care,Columbus,OH,Columbus OH,Dental Practice,8,$1M-$2M,Owner,Owner/Dentist,N/A,N/A,https://www.gentlefamilydentalcare.com/
Northland Heating & Cooling,Columbus,OH,Columbus OH,HVAC Contractor,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://hvacnorthland.com/
Carpenter Mechanical,Columbus,OH,Columbus OH,HVAC Contractor,15,$2M-$4M,Bobby Carpenter,Owner,N/A,N/A,https://www.carpentercolumbus.com/
Ohio Heating,Columbus,OH,Columbus OH,HVAC Contractor,15,$2M-$5M,Owner,Owner,N/A,N/A,https://ohheating.com/
Fire & Ice Heating Cooling Plumbing & Electrical,Columbus,OH,Columbus OH,HVAC Contractor,18,$3M-$5M,Owner,Owner,N/A,N/A,https://indoortemp.com/
Schultz CPA,Columbus,OH,Columbus OH,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,N/A,N/A,https://www.columbusaccountants.com/
Whalen CPAs,Dublin,OH,Columbus OH,CPA/Accounting,15,$2M-$4M,Owner,Managing Partner,N/A,N/A,https://www.whalencpa.com/
Buckeye CPA,Columbus,OH,Columbus OH,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,N/A,N/A,https://buckeyecpa.com/
Fifield Kim & Associates CPAs,Columbus,OH,Columbus OH,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,N/A,N/A,https://www.fifieldcpa.com/
Brown Consulting Group LLC,Columbus,OH,Columbus OH,CPA/Accounting,6,$500K-$1M,Owner,Owner/CPA,N/A,N/A,https://www.browngroupcpa.com
Laubie Dotson Ryan LLC,Columbus,OH,Columbus OH,CPA/Accounting,10,$1M-$2M,Owner,Managing Partner,N/A,N/A,https://www.ldrcpa.com/
HHH CPA Group,Columbus,OH,Columbus OH,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,N/A,N/A,https://www.hhhcpagroup.com
Boss Gal Beauty Bar,Columbus,OH,Columbus OH,Med Spa/Aesthetics,10,$1M-$3M,Kathy Keeney,Founder/CEO,N/A,N/A,https://www.bossgalbeautybar.com/
Monarch Aesthetic Medicine,Columbus,OH,Columbus OH,Med Spa/Aesthetics,6,$500K-$1.5M,Heather Friedeman,Owner/NP,N/A,N/A,https://monarch-aesthetic.com/
Nina Deep MD Aesthetics,Columbus,OH,Columbus OH,Med Spa/Aesthetics,8,$1M-$2M,Dr. Nina Deep,Owner/Medical Director,N/A,N/A,https://www.ninadeep.com/
Khasawneh & Associates LLC,Columbus,OH,Columbus OH,Small Law Firm,8,$800K-$2M,Owner,Managing Attorney,N/A,N/A,https://www.khasawnehlaw.com/
Jay Perez Law,Columbus,OH,Columbus OH,Small Law Firm,6,$500K-$1.5M,Jay Perez,Owner/Attorney,N/A,N/A,https://www.jayperezlaw.com/
Olawale Law Firm,Westerville,OH,Columbus OH,Small Law Firm,6,$500K-$1.5M,Owner,Owner/Attorney,N/A,N/A,https://www.olawalelaw.com/
RL Property Management,Columbus,OH,Columbus OH,Property Management,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://rlpmg.com/
I Heart Real Estate Property Management,Columbus,OH,Columbus OH,Property Management,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.ihrepm.com/
W.E. Davis Insurance Agency,Columbus,OH,Columbus OH,Insurance Brokerage,8,$800K-$1.5M,Owner,Owner/Agent,N/A,N/A,https://www.wedavis.com/
Isner Insurance,Columbus,OH,Columbus OH,Insurance Brokerage,6,$500K-$1M,Owner,Owner/Agent,N/A,N/A,https://www.isnerinsurance.com/
Employment Solutions,Columbus,OH,Columbus OH,Staffing/Recruiting,15,$2M-$5M,Owner,Owner,N/A,N/A,N/A
PrideStaff Columbus West,Columbus,OH,Columbus OH,Staffing/Recruiting,10,$1.5M-$3M,Bill Gross,Owner,N/A,N/A,https://www.pridestaff.com/locations/columbuswest/
A Plus Staffing Solutions,Columbus,OH,Columbus OH,Staffing/Recruiting,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Dr. Sherer Downtown Dental,Indianapolis,IN,Indianapolis IN,Dental Practice,8,$1M-$2M,Dr. Mark E. Sherer,Owner/Dentist,N/A,N/A,https://www.shererdowntowndental.com/
Broad Ripple Family Dental,Indianapolis,IN,Indianapolis IN,Dental Practice,8,$1M-$2M,Dr. Kasie Nam,Owner/Dentist,N/A,N/A,https://www.broadripplefamilydental.com/
Indianapolis Dentistry,Indianapolis,IN,Indianapolis IN,Dental Practice,8,$1M-$2M,Dr. Aatif Ansari,Owner/Dentist,N/A,N/A,https://www.calmingfears.com/
Newman Family Dentistry,Indianapolis,IN,Indianapolis IN,Dental Practice,10,$1M-$3M,Owner,Owner/Dentist,N/A,N/A,https://www.newmanfamilydentistry.com/
Indy Dental Group,Indianapolis,IN,Indianapolis IN,Dental Practice,12,$1.5M-$3M,Owner,Owner/Dentist,N/A,N/A,https://www.indydentalgroup.com/
Roy Rogers Heating and Air,Indianapolis,IN,Indianapolis IN,HVAC Contractor,10,$1.5M-$3M,Roy Rogers,Owner,N/A,N/A,https://www.royrogersheatingandair.com/
Howald Heating Air Conditioning & Plumbing,Indianapolis,IN,Indianapolis IN,HVAC Contractor,15,$2M-$4M,Owner,Owner,N/A,N/A,https://howaldheatingandair.com/
Bolls Heating & Cooling,Indianapolis,IN,Indianapolis IN,HVAC Contractor,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.bollscomfort.com/
Family Heating & Air,Indianapolis,IN,Indianapolis IN,HVAC Contractor,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.familyhvac.net/
Brewer Comfort,Indianapolis,IN,Indianapolis IN,HVAC Contractor,10,$1M-$3M,Owner,Owner,N/A,N/A,https://brewercomfort.com/
JMI Mechanical,Indianapolis,IN,Indianapolis IN,HVAC Contractor,15,$2M-$4M,Owner,Owner,N/A,N/A,https://jmimechanical.com/
Petree Plumbing,Indianapolis,IN,Indianapolis IN,Plumbing Contractor,8,$800K-$2M,Owner,Owner,(317) 929-1915,N/A,https://www.petreeplumbing.com/
Carlisle Plumbing,Indianapolis,IN,Indianapolis IN,Plumbing Contractor,10,$1M-$2M,Owner,Owner,N/A,N/A,https://carlisleplumbingco.com/
JW's Plumbing,Indianapolis,IN,Indianapolis IN,Plumbing Contractor,8,$800K-$2M,Owner,Owner,(317) 751-2995,N/A,https://jwsplumbing.net/
Carter's My Plumber,Indianapolis,IN,Indianapolis IN,Plumbing Contractor,15,$2M-$4M,Owner,Owner,N/A,N/A,https://www.cartersmyplumber.com/
Frye Electric Inc,Indianapolis,IN,Indianapolis IN,Electrical Contractor,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.fryeelectricinc.com/
Grounded Solutions,Indianapolis,IN,Indianapolis IN,Electrical Contractor,10,$1M-$2.5M,Owner,Owner,N/A,N/A,https://groundedin.com/
Riverside Electric Inc,Indianapolis,IN,Indianapolis IN,Electrical Contractor,15,$2M-$4M,Owner,Owner,N/A,N/A,https://www.riverside-elec.com/Indianapolis-electrical-services
Cross Electric,Indianapolis,IN,Indianapolis IN,Electrical Contractor,10,$1M-$2.5M,Owner,Owner,N/A,N/A,https://crosselectricindy.com/
Lux Aesthetics,Indianapolis,IN,Indianapolis IN,Med Spa/Aesthetics,6,$500K-$1.5M,Kait James,Owner,N/A,N/A,https://luxindianapolis.com/
Beauty & Grace Aesthetics,Indianapolis,IN,Indianapolis IN,Med Spa/Aesthetics,8,$800K-$2M,Amy Resner,Founder/NP,N/A,N/A,https://beautygraceaesthetics.com/
Embolden Med Spa,Indianapolis,IN,Indianapolis IN,Med Spa/Aesthetics,6,$500K-$1.5M,Nicole,Owner,N/A,N/A,https://emboldenmedspa.com/
SomaVie Wellness Center & Med Spa,Indianapolis,IN,Indianapolis IN,Med Spa/Aesthetics,8,$800K-$2M,Dr. Michelle Gilliatte,Owner/Medical Director,N/A,N/A,https://somaviewellness.com/
Radiant Skin,Indianapolis,IN,Indianapolis IN,Med Spa/Aesthetics,6,$500K-$1.5M,Kayla Trammel,Founder/RN,N/A,N/A,https://radiantskinindy.com/
Law Offices of Eugene Mogilevsky,Indianapolis,IN,Indianapolis IN,Small Law Firm,6,$500K-$1.5M,Eugene Mogilevsky,Owner/Attorney,N/A,N/A,https://www.egmlegal.com/
Villarrubia & Rosenberger PC,Indianapolis,IN,Indianapolis IN,Small Law Firm,8,$800K-$2M,Tabitha Villarrubia,Co-Owner/Attorney,N/A,N/A,https://www.vrlegal.com/
Hocker Law LLC,Indianapolis,IN,Indianapolis IN,Small Law Firm,8,$800K-$2M,Janet Davis Hocker,Founder/Attorney,N/A,N/A,https://www.hockerlawfirm.com/
NSO and Company,Indianapolis,IN,Indianapolis IN,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,N/A,N/A,https://nsocpa.com/
Aspire CPAs PC,Indianapolis,IN,Indianapolis IN,CPA/Accounting,8,$800K-$1.5M,Owner,Owner/CPA,(317) 469-4500,N/A,https://www.aspirecpas.com
Marietta CPAs,Indianapolis,IN,Indianapolis IN,CPA/Accounting,6,$500K-$1M,Owner,Owner/CPA,N/A,N/A,https://mariettacpa.com/
Lindsay & Powell LLC,Indianapolis,IN,Indianapolis IN,CPA/Accounting,5,$400K-$800K,Owner,Owner/CPA,(317) 759-0205,N/A,https://www.brandonlindsaycpa.com/
Bering CPA Firm,Indianapolis,IN,Indianapolis IN,CPA/Accounting,5,$400K-$800K,Owner,Owner/CPA,(317) 244-3355,N/A,https://www.beringcpa.com/
Wenclewicz Insurance,Indianapolis,IN,Indianapolis IN,Insurance Brokerage,6,$500K-$1M,Owner,Owner/Agent,N/A,N/A,https://www.wencinsurance.com/
