company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Sullivan Bruck Architects,Columbus,OH,Columbus OH,Architecture,8,$1M-$3M,N/A,N/A,N/A,N/A,N/A
Red Architecture + Planning,Columbus,OH,Columbus OH,Architecture,6,$800K-$2M,N/A,N/A,N/A,N/A,N/A
DS2 Architects,Columbus,OH,Columbus OH,Architecture,8,$1M-$3M,N/A,N/A,N/A,N/A,N/A
BBCO Design,Columbus,OH,Columbus OH,Architecture,10,$1M-$3M,N/A,N/A,N/A,N/A,https://www.bbcodesign.com/
Jonathan Barnes Architecture and Design,Columbus,OH,Columbus OH,Architecture,7,$1M-$2M,Jonathan Barnes,Principal,N/A,N/A,N/A
Lupton Rausch Architecture + Interior Design,Columbus,OH,Columbus OH,Architecture,6,$800K-$2M,N/A,N/A,N/A,N/A,N/A
Grove Architects,Cincinnati,OH,Cincinnati OH,Architecture,5,$600K-$1.5M,Julie Phalen,Co-Owner,N/A,N/A,https://www.grovearc.com/
Wilcox Architecture,Cincinnati,OH,Cincinnati OH,Architecture,5,$500K-$1.5M,Tom Wilcox,Principal,N/A,N/A,https://www.wilcoxarchitecture.com/
Wood Architects,Cincinnati,OH,Cincinnati OH,Architecture,6,$800K-$2M,N/A,N/A,N/A,N/A,N/A
Childress & Cunningham Architects,Cincinnati,OH,Cincinnati OH,Architecture,8,$1M-$2.5M,N/A,N/A,N/A,N/A,N/A
K4 Architecture + Design,Cincinnati,OH,Cincinnati OH,Architecture,6,$700K-$2M,N/A,N/A,N/A,N/A,N/A
SmartDrone Corporation,Indianapolis,IN,Indianapolis IN,Engineering,8,$1M-$3M,N/A,N/A,N/A,N/A,N/A
JQOL,Indianapolis,IN,Indianapolis IN,Engineering,6,$800K-$2M,N/A,N/A,N/A,N/A,N/A
Advanced Engineering Consultants - ME,Indianapolis,IN,Indianapolis IN,Engineering,12,$2M-$5M,N/A,N/A,N/A,N/A,https://aecme.com/
Madden McFarland,Kansas City,MO,Kansas City MO,Interior Design,10,$1.5M-$4M,N/A,N/A,N/A,N/A,https://maddenmcfarland.com/
Kali Buchanan Interior Design,Kansas City,MO,Kansas City MO,Interior Design,6,$800K-$2M,Kali Buchanan,Owner,N/A,N/A,https://www.kalibuchananid.com/
ML Designs,Kansas City,MO,Kansas City MO,Interior Design,5,$600K-$1.5M,N/A,N/A,N/A,N/A,https://www.mldesignskc.com/
LaMira Interiors,Kansas City,MO,Kansas City MO,Interior Design,5,$500K-$1.5M,N/A,N/A,N/A,N/A,https://www.lamirainteriors.com/
Jami Meek Designs,Lees Summit,MO,Kansas City MO,Interior Design,5,$500K-$1.5M,Jami Meek,Owner,N/A,N/A,https://jamimeekdesigns.com/
Lisa Jensen Design,Kansas City,MO,Kansas City MO,Interior Design,5,$500K-$1M,Lisa Jensen,Owner,N/A,N/A,N/A
SRS Design,Kansas City,MO,Kansas City MO,Interior Design,6,$700K-$2M,N/A,N/A,N/A,N/A,https://srsdesignkc.com/
Stoller & Company,Baltimore,MD,Baltimore MD,Ecommerce,8,$1M-$3M,N/A,N/A,N/A,N/A,N/A
Groove Commerce,Baltimore,MD,Baltimore MD,Ecommerce,15,$2M-$5M,N/A,N/A,N/A,N/A,N/A
FJ Solutions,Baltimore,MD,Baltimore MD,Ecommerce,6,$500K-$1.5M,N/A,N/A,N/A,N/A,N/A
Pixilated,Baltimore,MD,Baltimore MD,Ecommerce,8,$1M-$3M,N/A,N/A,N/A,N/A,N/A
Cali Soiree,Sacramento,CA,Sacramento CA,Event Planning,8,$800K-$2M,N/A,N/A,N/A,N/A,https://www.calisoiree.com/
Event Elves,Sacramento,CA,Sacramento CA,Event Planning,10,$1M-$3M,N/A,N/A,N/A,N/A,https://www.eventelves.org/
Do An Event,Sacramento,CA,Sacramento CA,Event Planning,8,$1M-$2.5M,N/A,N/A,N/A,N/A,https://doanevent.com/
Dragonfly Events & Co,Sacramento,CA,Sacramento CA,Event Planning,5,$500K-$1.5M,N/A,N/A,N/A,N/A,https://dragonflyeventsandco.com/
Kate Whelan Events,Sacramento,CA,Sacramento CA,Event Planning,6,$800K-$2M,Kate Whelan,Owner,N/A,N/A,N/A
Sacramento Event Planners,Sacramento,CA,Sacramento CA,Event Planning,5,$400K-$1M,N/A,N/A,N/A,N/A,http://saceventplanners.com/
Car Pool Car Wash,Richmond,VA,Richmond VA,Multi-Location Car Wash,18,$3M-$6M,N/A,N/A,N/A,N/A,https://carpoolcarwashes.com/
Flagstop Car Wash,Richmond,VA,Richmond VA,Multi-Location Car Wash,20,$5M-$10M,N/A,N/A,N/A,N/A,https://www.flagstopcarwash.com/
Wash Your Way RVA,Richmond,VA,Richmond VA,Multi-Location Car Wash,8,$800K-$2M,N/A,N/A,N/A,N/A,https://washyourwayrva.com/
Tiny Steps Development Center,Cincinnati,OH,Cincinnati OH,Daycare,10,$800K-$2M,N/A,N/A,N/A,N/A,https://www.tinystepsdevelopmentcenter.com/
Mama Paynes Daycare,Cincinnati,OH,Cincinnati OH,Daycare,8,$500K-$1.5M,N/A,Owner,N/A,N/A,N/A
