company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Ellis Dental,Crestwood,MO,St. Louis,Dental Practice,8,$800K-$1.5M,Dr. Holly Ellis,Owner/Dentist,N/A,N/A,https://www.ellisdental.com/
St. Louis Dental West,Kirkwood,MO,St. Louis,Dental Practice,7,$700K-$1.2M,Dr. Victoria Daugherty,Owner/Dentist,N/A,N/A,https://stldentalwest.com/
Southampton Dental,St. Louis,MO,St. Louis,Dental Practice,8,$800K-$1.5M,Dr. Harmon,Owner/Dentist,N/A,N/A,https://www.southampton-dental.com/
Sinha Family Dentistry,St. Louis,MO,St. Louis,Dental Practice,7,$700K-$1.2M,Pallavi Sinha,Owner/Dentist,N/A,N/A,https://sinhafamilydentistry.com/
South St. Louis Dental Group,St. Louis,MO,St. Louis,Dental Practice,8,$800K-$1.5M,Dr. Tyler Aholt,Owner/Dentist,N/A,N/A,https://southstlouisdentalgroup.net/
Thomas Hoffmann Air Conditioning,St. Louis,MO,St. Louis,HVAC Contractor,12,$1.5M-$3M,Thomas Hoffmann,Owner,(314) 471-7625,N/A,https://tomhoffmannairconditioning.com/
Meyer Heating and Air,St. Louis,MO,St. Louis,HVAC Contractor,10,$1M-$2.5M,Owner,Owner,N/A,N/A,https://meyerair.com/
Galmiche & Sons Inc.,St. Louis,MO,St. Louis,HVAC Contractor,15,$2M-$4M,Owner,Owner,N/A,N/A,https://www.galmicheandsons.com/
Classic Aire Care,St. Louis,MO,St. Louis,HVAC Contractor,18,$2M-$4M,Owner,Owner,N/A,N/A,https://www.classicairecare.com/hvac
STL Tax,St. Louis,MO,St. Louis,CPA/Accounting,6,$500K-$1M,James Coats,Owner/CPA,N/A,N/A,https://www.stltax.com/
Smith Patrick CPA,St. Louis,MO,St. Louis,CPA/Accounting,8,$600K-$1.2M,Owner,Owner,N/A,N/A,https://smithpatrickcpa.com/
Elder & Isaac,Clayton,MO,St. Louis,CPA/Accounting,7,$500K-$1M,Owner,Owner,N/A,N/A,https://www.elder-assoc-cpa.com/
Croghan & Croghan CPA,Kirkwood,MO,St. Louis,CPA/Accounting,6,$400K-$900K,Owner,Owner,N/A,N/A,https://www.croghancpa.com/
Dunn CPA Firm,St. Louis,MO,St. Louis,CPA/Accounting,5,$400K-$800K,Tom Dunn,Owner/CPA,N/A,N/A,https://tomdunncpa.com/
Farmer & Associates CPA,St. Louis,MO,St. Louis,CPA/Accounting,6,$500K-$1M,Owner,Owner,N/A,N/A,https://farmer.cpa/
Deca Property Management,St. Louis,MO,St. Louis,Property Management,10,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.decarealty.com/
4U Property Management,St. Louis,MO,St. Louis,Property Management,6,$400K-$800K,Owner,Owner,N/A,N/A,https://4upropertymanagement.com/
Intersection Real Estate,St. Louis,MO,St. Louis,Property Management,8,$600K-$1.2M,Owner,Owner,N/A,N/A,https://intersectionstl.com/
