company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Levite Construction Co,Seattle,WA,Seattle WA,Remodeling Contractors,8,$1M-$3M,N/A,Owner,425-998-8958,info@leviteconstruction.com,https://seattleconstructionco.com
J & M Remodel,Seattle,WA,Seattle WA,Remodeling Contractors,10,$1M-$3M,N/A,Owner,(206) 915-5667,N/A,https://jandmremodel.com
Remodelic,Seattle,WA,Seattle WA,Remodeling Contractors,6,$500K-$1M,N/A,Owner,(425) 406-0874,info@remodelic.com,https://remodelic.com
Haas Development & Construction,Seattle,WA,Seattle WA,Remodeling Contractors,10,$1M-$3M,N/A,Owner,N/A,info@haasbuilding.com,https://www.haasbuilding.com
Model Remodel,Seattle,WA,Seattle WA,Remodeling Contractors,12,$2M-$5M,N/A,Owner,N/A,N/A,https://modelremodel.com
S. Watts Group,Austin,TX,Austin TX,General Contractors,15,$3M-$7M,Shane Watts,Founder/Owner,N/A,N/A,https://swattsgroup.com
Teamwork Home Designs,Austin,TX,Austin TX,General Contractors,8,$1M-$3M,N/A,Owner,N/A,N/A,https://teamworkhomedesigns.com
Select Home Care Portland,Portland,OR,Portland OR,Senior Care Services,15,$1M-$3M,Scott Witt,Owner,N/A,N/A,https://www.selecthomecareportland.com
Affordable Home Health Care Agency,Portland,OR,Portland OR,Home Health Agencies,10,$1M-$2M,N/A,Owner,N/A,N/A,https://www.affordablehhca.com
Preferred Digital Solutions,Raleigh,NC,Raleigh NC,Digital Marketing Agencies,8,$500K-$2M,Jonathan Kamin,Owner/Principal,N/A,N/A,https://preferreddigitalsolutions.com
The Marketing Machine,Raleigh,NC,Raleigh NC,Digital Marketing Agencies,10,$1M-$3M,Paul,Owner,N/A,N/A,https://www.themmachine.com
Holladay Dermatology & Aesthetics,Salt Lake City,UT,Salt Lake City UT,Dermatology,10,$1M-$3M,Dr. Robert Topham,Owner/Physician,N/A,N/A,https://www.holladaydermatology.com
Bahr Dermatology,Bountiful,UT,Salt Lake City UT,Dermatology,8,$1M-$2M,Dr. Brooks A. Bahr,Owner/Physician,N/A,N/A,https://www.bahrdermatology.com
Swinyer Woseth Dermatology,Salt Lake City,UT,Salt Lake City UT,Dermatology,12,$2M-$5M,Dr. Woseth,Owner/Physician,N/A,N/A,https://www.dwoseth.com
Jensen Dermatology,Salt Lake City,UT,Salt Lake City UT,Dermatology,8,$1M-$2M,Dr. Joseph D. Jensen,Owner/Physician,N/A,N/A,https://www.jensenderm.com
Dad's Garage Auto Repair,Las Vegas,NV,Las Vegas NV,Auto Repair Shops,6,$500K-$1M,Wayne,Owner,(702) 880-0992,N/A,https://dadsgaragerepair.com
Kensington Motor Cars,Las Vegas,NV,Las Vegas NV,Auto Repair Shops,8,$1M-$2M,Andrew,Owner,N/A,N/A,https://kmcnv.com
Vegas Auto Repair,Las Vegas,NV,Las Vegas NV,Auto Repair Shops,5,$500K-$1M,Vitali C.,Owner,(702) 337-4440,N/A,N/A
Desert Oasis European Auto Service,Las Vegas,NV,Las Vegas NV,Auto Repair Shops,7,$1M-$2M,Armando,Owner,702-255-4090,N/A,https://desertoasisautorepair.com
Merdzic Transportation Services,Jacksonville,FL,Jacksonville FL,Freight Brokerages,10,$2M-$5M,N/A,Owner,N/A,N/A,https://www.merdzic.com
Jax Logistics,Jacksonville,FL,Jacksonville FL,Freight Brokerages,8,$1M-$3M,N/A,Owner,N/A,N/A,https://jaxlog.com
Taddeo Logistics,Jacksonville,FL,Jacksonville FL,Freight Brokerages,6,$1M-$2M,N/A,Owner,N/A,N/A,https://taddeologistics.com
Alamo City Cleaning,San Antonio,TX,San Antonio TX,Commercial Cleaning,12,$1M-$3M,N/A,Owner,N/A,N/A,https://alamocitycleaning.com
J&J Commercial Cleaning LLC,San Antonio,TX,San Antonio TX,Commercial Cleaning,8,$500K-$1M,N/A,Owner,N/A,N/A,https://jjcommercial-cleaning.com
System4 of San Antonio,San Antonio,TX,San Antonio TX,Commercial Cleaning,10,$1M-$3M,Dan McNinch,Owner,N/A,N/A,https://system4sanantonio.com
Master Clean Services,San Antonio,TX,San Antonio TX,Commercial Cleaning,15,$1M-$3M,N/A,Owner,N/A,N/A,https://www.masterclean-sa.com
Rodriguez Commercial Cleaning,San Antonio,TX,San Antonio TX,Commercial Cleaning,12,$1M-$2M,N/A,Owner,N/A,N/A,https://www.rccstexas.com
Todd Littlehales Custom Metal Fabrication,Portland,OR,Portland OR,Metal Fabrication,5,$500K-$1M,Todd Littlehales,Owner,N/A,N/A,https://www.toddlittlehales.com
Small Parts Manufacturing Co,Portland,OR,Portland OR,Machine Shops,10,$1M-$3M,Mert Rockney Jr.,Owner,N/A,N/A,https://machiningcompany.com
Evergreen Machine Works,Portland,OR,Portland OR,Machine Shops,8,$1M-$2M,N/A,Owner,N/A,N/A,https://evergreenhatchworks.com
Pinnacle Metal Works,Portland,OR,Portland OR,Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.pinnaclemetalworks.com
Mathews Mechanical,Seattle,WA,Seattle WA,Metal Fabrication,12,$2M-$5M,Jeff Mathews,Owner,N/A,N/A,https://mathmec.com
Evergreen Wealth Management,Seattle,WA,Seattle WA,Wealth Management,8,$1M-$3M,David Stanfield,Founder,N/A,N/A,https://ewealthmanage.com
Ignite Financial Planning,Seattle,WA,Seattle WA,Financial Advisory,5,$500K-$1M,Riley Poppy,Founder,N/A,N/A,N/A
Leonard Rickey Investment Advisors,Seattle,WA,Seattle WA,Financial Advisory,8,$1M-$3M,N/A,Owner,N/A,N/A,N/A
Mauldin Heinrich Chiropractic,Austin,TX,Austin TX,Chiropractic Clinics,6,$500K-$1M,Dr. Kimberly Mauldin Heinrich,Owner/Physician,N/A,info@mauldinheinrich.com,https://mauldinheinrich.com
Smith Family Chiropractic,Austin,TX,Austin TX,Chiropractic Clinics,5,$500K-$1M,Dr. Joshua Bonine,Owner/Physician,(512) 892-0544,N/A,https://smithchiropracticaustin.com
Austin Chiropractic & Acupuncture,Austin,TX,Austin TX,Chiropractic Clinics,6,$500K-$1M,Dr. Justin Swanson,Owner/Physician,N/A,N/A,N/A
SEO Werkz,Salt Lake City,UT,Salt Lake City UT,SEO Agencies,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.seowerkz.com
Titan Web Agency,Salt Lake City,UT,Salt Lake City UT,SEO Agencies,8,$1M-$2M,Tyson,Owner,N/A,N/A,https://titanwebagency.com
Sebo Marketing,Salt Lake City,UT,Salt Lake City UT,SEO Agencies,6,$500K-$1M,N/A,Owner,N/A,N/A,https://sebomarketing.com
Capital Collision,Raleigh,NC,Raleigh NC,Collision Repair,10,$1M-$3M,Randy and Barbara,Owners,(919) 231-7270,N/A,https://capitalcollisionraleighnc.com
Duke Collision,Raleigh,NC,Raleigh NC,Collision Repair,8,$1M-$2M,N/A,Owner,N/A,N/A,https://dukecollision.com
John's Collision Center,Raleigh,NC,Raleigh NC,Collision Repair,7,$1M-$2M,John,Owner,N/A,N/A,http://johnscollisioncenter.net
Granny Nannies of Jacksonville,Jacksonville,FL,Jacksonville FL,Senior Care Services,12,$1M-$3M,Bruce Troll,Founder,(904) 886-4663,N/A,https://grannynannies.com/jacksonville
Comfort Keepers Jacksonville,Jacksonville,FL,Jacksonville FL,Senior Care Services,15,$1M-$3M,Kathryn Murphy,Owner,(904) 230-9220,N/A,https://www.comfortkeepers.com/offices/florida/jacksonville
All At Home Healthcare,Jacksonville,FL,Jacksonville FL,Home Health Agencies,10,$1M-$2M,Jennifer,Owner,(904) 551-6942,N/A,https://allathomecare.com
Amada Senior Care Jacksonville,Jacksonville,FL,Jacksonville FL,Senior Care Services,10,$1M-$3M,Neeta and Tom Nicholson,Owners,N/A,N/A,https://www.amadaseniorcare.com/jacksonville-senior-care
Nevada Eye Care Optometry,Las Vegas,NV,Las Vegas NV,Optometry,6,$500K-$1M,Dr. Doris Wong,Owner/Physician,N/A,N/A,https://www.nevadaeyecareoptometry.com
Eyes & Optics Ltd,Las Vegas,NV,Las Vegas NV,Optometry,5,$500K-$1M,Edward Joseph Malik,Founder,N/A,N/A,https://eyesdts.com
