company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Line Dental,New York,NY,New York City,Dental Practice,8,$800K-$1.5M,Owner,Practice Owner,(646) 536-5088,hello@linedental.com,linedental.com
New York Dental Office,New York,NY,New York City,Dental Practice,10,$800K-$1.5M,Owner,Practice Owner,(212) 548-3261,,newyorkdentaloffice.com
Dental House,New York,NY,New York City,Dental Practice,8,$800K-$1.5M,Owner,Practice Owner,(212) 888-3384,info@dentalhousenyc.com,dentalhousenyc.com
209 NYC Dental,New York,NY,New York City,Dental Practice,10,$800K-$2M,Owner,Practice Owner,(212) 355-2290,info@209nycdental.com,209nycdental.com
Coliseum Dental,New York,NY,New York City,Dental Practice,12,$1M-$2M,Owner,Practice Owner,(212) 757-3183,info@coliseumdental.com,coliseumdental.com
Tribeca MedSpa,New York,NY,New York City,Med Spa,12,$800K-$1.5M,Owner,Practice Owner,(212) 925-9500,info@tribecamedspa.com,tribecamedspa.com
Skinly Aesthetics,New York,NY,New York City,Med Spa,8,$500K-$1.2M,Dr. Schwarzburg,Practice Owner,(212) 774-4264,info@skinlyaesthetics.com,skinlyaesthetics.com
SoVous Med Spa,New York,NY,New York City,Med Spa,8,$500K-$1.2M,Owner,Practice Owner,(212) 575-1457,hello@sovous.com,sovous.com
Beaute Aesthetics,New York,NY,New York City,Med Spa,10,$500K-$1.5M,Owner,Practice Owner,(646) 590-3332,,beautenyc.com
Fayced Aesthetics NYC,New York,NY,New York City,Med Spa,6,$500K-$1M,Owner,Practice Owner,(646) 753-0412,info@faycedaestheticsnyc.com,faycedaestheticsnyc.com
MCNYC Medical Spa,New York,NY,New York City,Med Spa,8,$500K-$1.2M,Owner,Practice Owner,(646) 647-9163,info@icrmc.org,mcnyc.net
New York City Chiropractic,New York,NY,New York City,Chiropractic Clinic,8,$400K-$800K,Dr. Jamie Bassel,Practice Owner,(212) 227-7310,,newyorkcitychiropractic.com
East Village Physical Medicine,New York,NY,New York City,Chiropractic Clinic,8,$400K-$800K,Dr. Taras Odulak,Practice Owner,(212) 260-2213,,eastvillagephysicalmedicine.com
Oasis Chiropractic,New York,NY,New York City,Chiropractic Clinic,6,$300K-$700K,Dr. Jason Goldstein,Practice Owner,(212) 582-1122,dr.jasongoldstein@gmail.com,oasisfromthepain.com
Wall Street Chiropractic and Wellness,New York,NY,New York City,Chiropractic Clinic,8,$400K-$800K,Owner,Practice Owner,(212) 747-4747,,wallstreetchiropractic.com
Westside Veterinary Center,New York,NY,New York City,Veterinary Clinic,12,$1M-$2M,Owner,Practice Owner,(212) 580-1800,,westsidevetcenter.com
Downtown Veterinary Clinic,New York,NY,New York City,Veterinary Clinic,10,$800K-$1.5M,Owner,Practice Owner,(212) 463-8705,downtownvetclinic@gmail.com,downtownveterinaryclinic.com
Rivergate Veterinary Clinic,New York,NY,New York City,Veterinary Clinic,10,$800K-$1.5M,Owner,Practice Owner,(212) 213-9885,,rivergateveterinaryclinic.com
Washington Square Dermatology,New York,NY,New York City,Dermatology Clinic,8,$1M-$2M,Owner,Practice Owner,(212) 256-1075,,washingtonsqderm.com
Marmur Medical,New York,NY,New York City,Dermatology Clinic,10,$1.5M-$3M,Dr. Ellen Marmur,Practice Owner,(212) 996-6900,,marmurmedical.com
Spring Street Dermatology,New York,NY,New York City,Dermatology Clinic,12,$1.5M-$3M,Owner,Practice Owner,(646) 906-9614,,springstderm.com
MDCS Dermatology,New York,NY,New York City,Dermatology Clinic,15,$2M-$3M,Dr. Snehal Amin,Practice Owner,(212) 661-3376,,mdcsnyc.com
Smith Optometry PC,New York,NY,New York City,Optometry Practice,6,$500K-$1M,Owner,Practice Owner,(212) 532-3210,soptometry@aol.com,soptometry.com
West Village Eyecare,New York,NY,New York City,Optometry Practice,6,$500K-$1M,Dr. Hakim Serhrouchni,Practice Owner,(212) 242-6592,,eyecarenyc.com
Eye Care Associates in Optometry,New York,NY,New York City,Optometry Practice,6,$500K-$1M,Dr. Robert Maiolo,Practice Owner,(212) 583-9000,,doctorlawrenceforgacs.com
A New Smile Dental Center,Miami,FL,Miami,Dental Practice,12,$1M-$2M,Owner,Practice Owner,(305) 383-9944,,anewsmiledentalcenter.com
Bayfront Dental,Miami,FL,Miami,Dental Practice,15,$1M-$2M,David J. Weiner DMD,Practice Owner,(305) 530-1866,,bayfrontdental.com
Dental Team of Miami,Miami,FL,Miami,Dental Practice,10,$800K-$1.5M,Owner,Practice Owner,(305) 448-7119,,dentalteamfl.com
Pearly Whites Miami,Miami,FL,Miami,Dental Practice,8,$800K-$1.5M,Owner,Practice Owner,(305) 317-0439,,pearlywhitesmiami.com
Everything Teeth Miami,Miami,FL,Miami,Dental Practice,8,$800K-$1.5M,Owner,Practice Owner,(305) 777-7774,,everythingteethmiami.com
Med Aesthetics Miami,Coral Gables,FL,Miami,Med Spa,10,$500K-$1.5M,Owner,Practice Owner,(305) 356-7402,coralgables@medaestheticsmiami.com,medaestheticsmiami.com
Monaco MedSpa,Miami,FL,Miami,Med Spa,10,$500K-$1.5M,Dr. Jeannette Barrueta,Practice Owner,(786) 536-6117,officemanager@monacomedspa.com,monacomedspa.com
Beyond Health MedSpa,Miami,FL,Miami,Med Spa,8,$500K-$1.2M,Owner,Practice Owner,(786) 359-4068,info@beyondhealthmedspa.com,beyondhealthmedspa.com
Lyf Aesthetics,Palmetto Bay,FL,Miami,Med Spa,8,$500K-$1.2M,Owner,Practice Owner,(305) 614-2088,,lyfaesthetics.com
4Beauty Med Spa,Miami,FL,Miami,Med Spa,10,$500K-$1.5M,Dr. Constantino Mendieta,Practice Owner,(786) 496-9444,MedSpa.GuestRelations@4beauty.net,4beautymedspa.com
Miami Spine Clinic,Miami,FL,Miami,Chiropractic Clinic,8,$400K-$800K,Owner,Practice Owner,(786) 661-0906,randallthompson07@yahoo.com,miamispineclinic.com
Baum Chiropractic Clinic,Miami Beach,FL,Miami,Chiropractic Clinic,6,$300K-$700K,Dr. Michael Baum,Practice Owner,(305) 864-1419,,miamibeachchiro.com
Dynamic Chiropractic Center,Miami,FL,Miami,Chiropractic Clinic,6,$300K-$600K,Owner,Practice Owner,(305) 221-4949,staff@dynamicchiropracticcenter.us,dynamicchiropracticcenter.net
Regenerative Chiropractic,Miami,FL,Miami,Chiropractic Clinic,6,$300K-$700K,Dr. Octavio Espinoza,Practice Owner,(786) 558-8075,,espinozachiro.com
